"Nuclide","Half Life","Tye","f1","Adrenals","Urinary Bladder","Bone Suface","Brain","Breast","Esophagus","Stomach","Small Intestine","Upper Large Intestine","Lower Large Intestine","Colon","Kidneys","Liver","Muscle","Ovaries","Pancreas","Red Marrow","Extratrachial Airways","Lungs","Skin","Spleen","Testes","Thymus","Thyroid","Uterus","Remainder","E"
"Lu-169","34.06h","S","0.0005","1.8E-10","1.4E-10","1.5E-10","2.5E-11","1.6E-10","2.2E-10","2.7E-10","5.5E-10","1.3E-09","2.1E-09","1.6E-09","1.2E-10","1.7E-10","1.3E-10","4.3E-10","1.8E-10","1.1E-10","9.8E-09","3.2E-09","5.5E-11","1.5E-10","5.8E-11","2.2E-10","8E-11","2.3E-10","4.9E-09","1E-09"
"Lu-170","2.00d","M","0.0005","3.8E-10","3.4E-10","4.8E-10","7.9E-11","3.4E-10","4.6E-10","5.5E-10","1.1E-09","2.5E-09","4.3E-09","3.3E-09","2.8E-10","3.7E-10","3E-10","9.7E-10","3.8E-10","3.1E-10","2.2E-08","3.8E-09","1.4E-10","3.3E-10","1.5E-10","4.6E-10","1.8E-10","5.2E-10","1.1E-08","1.8E-09"
"Lu-170","2.00d","S","0.0005","3.9E-10","3.3E-10","2.5E-10","6.4E-11","3.6E-10","4.8E-10","5.7E-10","1.2E-09","2.6E-09","4.4E-09","3.4E-09","2.7E-10","3.7E-10","3E-10","9.9E-10","3.9E-10","2.6E-10","2.2E-08","4.2E-09","1.4E-10","3.4E-10","1.5E-10","4.8E-10","1.9E-10","5.2E-10","1.1E-08","1.8E-09"
"Lu-171","8.22d","M","0.0005","4.2E-10","2E-10","2E-09","6.1E-11","3.7E-10","4.3E-10","4E-10","7.1E-10","2E-09","4.5E-09","3.1E-09","2.3E-10","3.6E-10","2.3E-10","5.5E-10","3.5E-10","4.3E-10","1E-08","9.3E-09","1.1E-10","3E-10","8.2E-11","4.3E-10","1.8E-10","2.9E-10","5.3E-09","2.1E-09"
"Lu-171","8.22d","S","0.0005","4.3E-10","1.8E-10","3.1E-10","3.9E-11","4.2E-10","4.7E-10","4.2E-10","7.2E-10","2.1E-09","4.6E-09","3.2E-09","2.1E-10","3.6E-10","2.3E-10","5.4E-10","3.7E-10","2.1E-10","1.1E-08","1.1E-08","1.1E-10","3.2E-10","7.3E-11","4.7E-10","1.9E-10","2.9E-10","2.2E-10","2E-09"
"Lu-172","6.70d","M","0.0005","9.1E-10","4.5E-10","2.2E-09","1.4E-10","8.1E-10","9.3E-10","8.4E-10","1.5E-09","3.4E-09","7E-09","5E-09","5.1E-10","7.6E-10","5.2E-10","1.3E-09","7.5E-10","7.3E-10","2.5E-08","1.6E-08","2.6E-10","6.6E-10","2E-10","9.3E-10","3.9E-10","6.8E-10","1.3E-08","3.8E-09"
"Lu-172","6.70d","S","0.0005","9.4E-10","4.2E-10","5.3E-10","9.7E-11","8.9E-10","1E-09","8.7E-10","1.5E-09","3.5E-09","7.2E-09","5.1E-09","4.7E-10","7.7E-10","5.2E-10","1.3E-09","7.9E-10","4.6E-10","2.6E-08","1.8E-08","2.4E-10","7E-10","1.9E-10","1E-09","4.1E-10","6.7E-10","1.3E-08","4E-09"
"Lu-173","1.37y","M","0.0005","1.7E-09","4.4E-10","8.8E-08","6.4E-10","9.7E-10","1.1E-09","8.3E-10","9.6E-10","1.6E-09","3.2E-09","2.3E-09","1E-09","2.1E-09","8.1E-10","9.6E-10","1.2E-09","1.1E-08","5.1E-09","1.7E-08","4.5E-10","1E-09","2.7E-10","1.1E-09","7E-10","6.3E-10","8E-10","5.1E-09"
"Lu-173","1.37y","S","0.0005","2.2E-09","1.2E-10","6.1E-09","9.7E-11","2.1E-09","2.2E-09","1.3E-09","5E-10","1.2E-09","2.7E-09","1.9E-09","7.4E-10","1.7E-09","8.3E-10","3E-10","1.8E-09","1.2E-09","1E-08","3.6E-08","3.5E-10","1.6E-09","4.4E-11","2.2E-09","1E-09","1.9E-10","7.4E-10","5.4E-09"
"Lu-174","3.31y","M","0.0005","2.5E-09","7E-10","1.9E-07","1.1E-09","1.2E-09","1.3E-09","1.1E-09","1.4E-09","2.1E-09","4E-09","2.9E-09","1.6E-09","3.5E-09","1.2E-09","1.5E-09","1.6E-09","2.4E-08","7.7E-09","2.7E-08","7.6E-10","1.3E-09","4.7E-10","1.3E-09","9.7E-10","9.8E-10","1.2E-09","9.1E-09"
"Lu-174","3.31y","S","0.0005","2.8E-09","1.7E-10","1.3E-08","1.9E-10","2.7E-09","2.8E-09","1.5E-09","6.3E-10","1.5E-09","3.1E-09","2.2E-09","9.9E-10","2.3E-09","1.1E-09","3.9E-10","2.2E-09","2.3E-09","2.2E-08","6.2E-08","5.1E-10","2E-09","7.9E-11","2.8E-09","1.2E-09","2.6E-10","9.7E-10","8.9E-09"
"Lu-174m","142d","M","0.0005","6.4E-10","1.6E-10","9.6E-08","2.2E-10","3.8E-10","4.2E-10","4.2E-10","6.4E-10","2.5E-09","6.5E-09","4.2E-09","4E-10","1.3E-09","3E-10","3.5E-10","4.5E-10","1.1E-08","1E-08","4.5E-08","1.6E-10","3.7E-10","9.5E-11","4.2E-10","2.6E-10","2.2E-10","3E-10","8.6E-09"
"Lu-174m","142d","S","0.0005","7.7E-10","5.2E-11","4.3E-09","3.6E-11","7.2E-10","7.6E-10","5.5E-10","5.2E-10","2.4E-09","6.6E-09","4.2E-09","2.6E-10","6.2E-10","2.9E-10","1.3E-10","6.1E-10","6.5E-10","2E-08","7E-08","1.2E-10","5.5E-10","1.9E-11","7.6E-10","3.4E-10","8.1E-11","2.7E-10","9.2E-09"
"Lu-176","3.60E10y","M","0.0005","2.4E-08","8.6E-09","3.2E-06","1.2E-08","8.6E-09","1E-08","9.6E-09","1.5E-08","1.9E-08","3.4E-08","2.6E-08","1.6E-08","4.9E-08","1.2E-08","1.6E-08","1.5E-08","3.9E-07","4.2E-08","1.8E-07","7.4E-09","1.1E-08","5.3E-09","1E-08","9.6E-09","1.2E-08","1.2E-08","1.1E-07"
"Lu-176","3.60E10y","S","0.0005","2E-08","1.6E-09","3.5E-07","2.3E-09","1.8E-08","1.9E-08","1E-08","5E-09","1.1E-08","2.2E-08","1.6E-08","7.6E-09","1.8E-08","7.8E-09","3.3E-09","1.4E-08","4.6E-08","1.4E-07","6.4E-07","3.9E-09","1.3E-08","8.1E-10","1.9E-08","8.6E-09","2.5E-09","7.1E-09","9.4E-08"
"Lu-176m","3.68h","M","0.0005","1.5E-12","6.4E-12","1E-11","1.2E-12","1.4E-12","1.7E-12","3.2E-10","5.2E-10","9.2E-10","4.8E-10","7.3E-10","2E-12","2E-12","1.5E-12","2.2E-12","1.7E-12","7.4E-12","1.6E-09","9.2E-10","1.2E-12","1.5E-12","1.2E-12","1.7E-12","1.3E-12","2E-12","8.3E-10","2.8E-10"
"Lu-176m","3.68h","S","0.0005","4.1E-13","4.4E-13","8.6E-13","8.3E-14","3.2E-13","6.5E-13","3.4E-10","5.5E-10","9.5E-10","4.9E-10","7.5E-10","3.8E-13","5E-13","4E-13","1.2E-12","6.7E-13","3.5E-13","1.7E-09","1E-09","1.2E-13","4.6E-13","9.8E-14","6.5E-13","1.8E-13","9.1E-13","8.5E-10","3E-10"
"Lu-177","6.71d","M","0.0005","1.9E-11","1.7E-11","2.2E-09","3.4E-12","1.7E-11","2E-11","1.5E-10","3.9E-10","2.2E-09","5.6E-09","3.7E-09","2.5E-11","3.5E-11","1.2E-11","2.8E-11","1.7E-11","2.6E-10","3.7E-09","1.4E-08","5.4E-12","1.5E-11","4.7E-12","2E-11","9.4E-12","1.6E-11","1.9E-11","2.2E-09"
"Lu-177","6.71d","S","0.0005","1.9E-11","9.4E-12","5.1E-11","1.5E-12","1.8E-11","2.1E-11","1.5E-10","4.1E-10","2.3E-09","5.8E-09","3.8E-09","9.9E-12","1.7E-11","1.1E-11","2.7E-11","1.7E-11","1.3E-11","3.9E-09","1.6E-08","4.2E-12","1.5E-11","3.3E-12","2.1E-11","8.8E-12","1.5E-11","1.8E-11","2.4E-09"
"Lu-177m","160.9d","M","0.0005","5.7E-09","1.3E-09","2.1E-07","1.5E-09","4.1E-09","4.3E-09","3.2E-09","3.4E-09","7.9E-09","1.8E-08","1.2E-08","3.1E-09","6.1E-09","2.6E-09","2.7E-09","4.1E-09","3E-08","3.9E-08","1.6E-07","1.5E-09","3.6E-09","7.5E-10","4.3E-09","2.5E-09","1.8E-09","2.5E-09","2.8E-08"
"Lu-177m","160.9d","S","0.0005","6.9E-09","6E-10","1E-08","3.9E-10","6.7E-09","6.8E-09","4.1E-09","2.6E-09","7.4E-09","1.8E-08","1.2E-08","2.5E-09","5.3E-09","2.7E-09","1.5E-09","5.4E-09","3.2E-09","5.9E-08","2.4E-07","1.3E-09","4.9E-09","2.1E-10","6.8E-09","3.2E-09","9.4E-10","2.4E-09","3.2E-08"
"Lu-178","28.4m","M","0.0005","6.9E-13","8.8E-13","7.7E-13","4.2E-13","6.6E-13","1.1E-12","1.9E-10","8E-11","2.5E-11","2.5E-12","1.5E-11","6E-13","6.9E-13","6.7E-13","7.1E-13","1.1E-12","7.1E-13","8.8E-10","1.5E-10","4.3E-13","8.2E-13","3.3E-13","1.1E-12","5.1E-13","6.7E-13","4.4E-10","6.6E-11"
"Lu-178","28.4m","S","0.0005","4.3E-13","1.6E-13","3.1E-13","1.4E-13","4E-13","8E-13","2E-10","8.3E-11","2.5E-11","2.3E-12","1.5E-11","3.2E-13","4.1E-13","4E-13","4.4E-13","8.4E-13","2.4E-13","9.1E-10","1.6E-10","1.6E-13","5.6E-13","5.3E-14","8E-13","2.3E-13","4E-13","4.6E-10","6.9E-11"
"Lu-178m","22.7m","M","0.0005","3.2E-12","1.4E-12","2.8E-12","1.1E-12","2.8E-12","6.3E-12","1.4E-10","4.5E-11","1.6E-11","2.9E-12","1E-11","2.3E-12","3E-12","3E-12","2.9E-12","6.3E-12","2E-12","1.7E-09","1.8E-10","1.2E-12","4.1E-12","4.8E-13","6.3E-12","1.8E-12","2.7E-12","8.6E-10","8.3E-11"
"Lu-178m","22.7m","S","0.0005","3.1E-12","9.3E-13","2.4E-12","9.1E-13","2.7E-12","6.2E-12","1.4E-10","4.7E-11","1.6E-11","2.7E-12","1E-11","2.1E-12","2.8E-12","2.9E-12","2.8E-12","6.4E-12","1.7E-12","1.8E-09","1.9E-10","1E-12","4E-12","2.5E-13","6.2E-12","1.6E-12","2.5E-12","8.9E-10","8.7E-11"
"Lu-179","4.59h","M","0.0005","2.1E-12","7.8E-12","8E-12","1.4E-12","1.9E-12","2.6E-12","3.3E-10","5.8E-10","1.2E-09","7.3E-10","9.9E-10","2.8E-12","2.8E-12","2.1E-12","3.7E-12","2.5E-12","1E-11","1.5E-09","8.7E-10","1.5E-12","2.1E-12","1.5E-12","2.6E-12","1.6E-12","3E-12","7.5E-10","3E-10"
"Lu-179","4.59h","S","0.0005","9.3E-13","9E-13","8.6E-13","2.1E-13","7.4E-13","1.4E-12","3.4E-10","6.1E-10","1.2E-09","7.6E-10","1E-09","8.5E-13","1.1E-12","8.7E-13","2.6E-12","1.3E-12","7.6E-13","1.5E-09","9.6E-10","3.2E-13","9.7E-13","2.5E-13","1.4E-12","4.2E-13","1.9E-12","7.8E-10","3.2E-10"
"Hf-170","16.01h","F","0.002","1.7E-10","1.8E-10","1.5E-09","1.2E-10","9.3E-11","1.7E-10","2E-10","4E-10","8.7E-10","1.4E-09","1.1E-09","1.6E-10","1.4E-10","1.5E-10","3.3E-10","1.5E-10","4E-10","7.7E-09","1.5E-10","9.6E-11","1.3E-10","1.1E-10","1.7E-10","1.2E-10","2.2E-10","3.9E-09","5.4E-10"
"Hf-170","16.01h","M","0.002","1.6E-10","1.4E-10","2.7E-10","3.3E-11","1.4E-10","1.9E-10","2.6E-10","5.5E-10","1.4E-09","2.4E-09","1.9E-09","1.1E-10","1.5E-10","1.2E-10","3.9E-10","1.6E-10","1.3E-10","7.9E-09","2.4E-09","5.6E-11","1.3E-10","6.1E-11","1.9E-10","7.9E-11","2.1E-10","4E-09","8.7E-10"
"Hf-172","1.87y","F","0.002","4.7E-08","1.9E-08","1.9E-06","3.1E-08","1.7E-08","1.8E-08","1.9E-08","3E-08","2.8E-08","4.2E-08","3.4E-08","3.4E-08","2E-08","2.7E-08","3.5E-08","2.6E-08","3E-07","2.5E-08","2.7E-08","2E-08","2.3E-08","1.4E-08","1.8E-08","1.9E-08","2.4E-08","2.8E-08","7.8E-08"
"Hf-172","1.87y","M","0.002","2.4E-08","6.7E-09","6.1E-07","1E-08","1.4E-08","1.4E-08","1E-08","1.2E-08","1.3E-08","2.2E-08","1.7E-08","1.4E-08","1.3E-08","1.2E-08","1.2E-08","1.4E-08","9.7E-08","3.5E-08","1.4E-07","8E-09","1.3E-08","4.8E-09","1.4E-08","9.8E-09","8.6E-09","1.2E-08","4.3E-08"
"Hf-173","24.0h","F","0.002","5.6E-11","6.3E-11","1.3E-09","4.2E-11","3.1E-11","6.5E-11","8.5E-11","1.8E-10","4.3E-10","6.3E-10","5.2E-10","5.4E-11","4.9E-11","5.4E-11","1.2E-10","5.6E-11","2.1E-10","3.7E-09","6.2E-11","3.1E-11","4.7E-11","3.6E-11","6.5E-11","4.1E-11","8.5E-11","1.9E-09","2.5E-10"
"Hf-173","24.0h","M","0.002","5.2E-11","5.6E-11","2.9E-10","1.2E-11","4.2E-11","6.9E-11","1.2E-10","2.7E-10","7.5E-10","1.1E-09","9.1E-10","4.1E-11","5.4E-11","4.5E-11","1.6E-10","5.9E-11","6.7E-11","3.8E-09","1.3E-09","1.8E-11","4.8E-11","2E-11","6.9E-11","2.5E-11","9.5E-11","1.9E-09","4.3E-10"
"Hf-175","70d","F","0.002","1.3E-09","6.9E-10","2.4E-08","8.8E-10","4.7E-10","6.2E-10","6.3E-10","1.1E-09","1.6E-09","2.9E-09","2.2E-09","1E-09","6.5E-10","8.1E-10","1.2E-09","8.1E-10","8E-09","6.1E-09","8E-10","5.8E-10","7.2E-10","4.8E-10","6.2E-10","6.3E-10","8.7E-10","8.3E-10","2.1E-09"
"Hf-175","70d","M","0.002","1.2E-09","2.7E-10","5.6E-09","2.3E-10","9.7E-10","1E-09","6.9E-10","7E-10","1.5E-09","3.3E-09","2.3E-09","5.5E-10","8.2E-10","5.4E-10","6.1E-10","8.9E-10","2E-09","7E-09","1.4E-08","3E-10","7.9E-10","1.4E-10","1E-09","5.4E-10","3.8E-10","5.1E-10","2.6E-09"
"Hf-177m","51.4m","F","0.002","1.5E-11","1.2E-11","3.4E-11","1.1E-11","1.2E-11","2.6E-11","1.5E-10","9.9E-11","6.9E-11","2.2E-11","4.9E-11","1.4E-11","1.5E-11","1.6E-11","2.1E-11","2.3E-11","1.6E-11","3.3E-09","1.2E-10","9E-12","1.7E-11","8.5E-12","2.6E-11","1.3E-11","1.9E-11","1.7E-09","1.3E-10"
"Hf-177m","51.4m","M","0.002","1.4E-11","7.2E-12","1.4E-11","4.3E-12","1.2E-11","2.5E-11","2.6E-10","1.6E-10","1.1E-10","2.4E-11","7.2E-11","1.1E-11","1.4E-11","1.3E-11","2.1E-11","2.7E-11","9.1E-12","4.5E-09","5.7E-10","5.1E-12","1.8E-11","2.4E-12","2.5E-11","7.3E-12","1.9E-11","2.2E-09","2.3E-10"
"Hf-178m","31y","F","0.002","2.9E-07","1.1E-07","8E-06","1.8E-07","8.6E-08","1.1E-07","1E-07","1.9E-07","1.7E-07","2.4E-07","2E-07","2E-07","1.2E-07","1.5E-07","2.2E-07","1.7E-07","1.5E-06","1.6E-07","1.5E-07","1E-07","1.3E-07","7.5E-08","1.1E-07","1.2E-07","1.6E-07","1.6E-07","4E-07"
"Hf-178m","31y","M","0.002","1.1E-07","4E-08","2.8E-06","6.3E-08","4.2E-08","5.1E-08","4.3E-08","7E-08","6.7E-08","1E-07","8.2E-08","7.5E-08","5E-08","5.7E-08","7.9E-08","6.8E-08","5.3E-07","1.2E-07","2.7E-07","3.7E-08","5.4E-08","2.7E-08","5.1E-08","4.9E-08","5.6E-08","5.9E-08","1.7E-07"
"Hf-179m","25.1d","F","0.002","1.4E-09","9.9E-10","6.9E-08","9.8E-10","6E-10","8.3E-10","9.1E-10","1.6E-09","3.4E-09","7.5E-09","5.2E-09","1.1E-09","8.3E-10","9.7E-10","1.6E-09","9.9E-10","1.1E-08","1.6E-08","9.7E-10","7E-10","8.9E-10","6.6E-10","8.3E-10","8E-10","1.1E-09","9.9E-10","3.4E-09"
"Hf-179m","25.1d","M","0.002","1.3E-09","4.2E-10","1.1E-08","2.3E-10","1.2E-09","1.3E-09","1E-09","1.4E-09","4.3E-09","1E-08","6.9E-09","6.4E-10","1E-09","6.6E-10","9.9E-10","1.1E-09","2.1E-09","1.9E-08","4.9E-08","3.5E-10","9.7E-10","2E-10","1.3E-09","6.5E-10","5.9E-10","6.3E-10","7.6E-09"
"Hf-180m","5.5h","F","0.002","3.4E-11","3.7E-11","2.2E-10","2.6E-11","2.3E-11","5.5E-11","1.1E-10","1.8E-10","3.6E-10","2.4E-10","3.1E-10","3.5E-11","3.5E-11","3.9E-11","7.6E-11","4.2E-11","6.4E-11","4.3E-09","7.2E-11","2.1E-11","3.4E-11","2.2E-11","5.5E-11","2.8E-11","5.8E-11","2.2E-09","2E-10"
"Hf-180m","5.5h","M","0.002","3.5E-11","3.3E-11","4.8E-11","9.3E-12","2.8E-11","5.5E-11","1.9E-10","3.2E-10","6.4E-10","4.2E-10","5.5E-10","3.2E-11","4E-11","3.4E-11","1E-10","4.9E-11","2.9E-11","4.7E-09","9.6E-10","1.3E-11","3.6E-11","1.1E-11","5.5E-11","1.7E-11","7E-11","2.4E-09","3.6E-10"
"Hf-181","42.4d","F","0.002","1.4E-09","9.1E-10","1.3E-07","9.7E-10","6.1E-10","7.7E-10","8.5E-10","1.5E-09","3.4E-09","7.8E-09","5.3E-09","1.1E-09","7.8E-10","9.3E-10","1.4E-09","9.3E-10","1.8E-08","1.2E-08","9.5E-10","7E-10","8.5E-10","6.3E-10","7.7E-10","7.6E-10","1E-09","9.5E-10","4.8E-09"
"Hf-181","42.4d","M","0.002","1.2E-09","3.4E-10","2.4E-08","2.4E-10","1.1E-09","1.1E-09","9E-10","1.2E-09","4.3E-09","1.1E-08","7.1E-09","5.8E-10","8.8E-10","5.8E-10","7.4E-10","9.4E-10","3.5E-09","1.7E-08","6.6E-08","3.3E-10","8.4E-10","1.8E-10","1.1E-09","5.9E-10","4.6E-10","5.6E-10","9.9E-09"
"Hf-182","9E6y","F","0.002","2.5E-07","8.8E-08","1.2E-05","1.5E-07","7.6E-08","9.6E-08","8.8E-08","1.6E-07","1.4E-07","1.9E-07","1.6E-07","1.7E-07","9.9E-08","1.3E-07","1.8E-07","1.4E-07","1.7E-06","1.1E-07","1.3E-07","8.6E-08","1.1E-07","6.2E-08","9.6E-08","1.1E-07","1.2E-07","1.3E-07","4.4E-07"
"Hf-182","9E6y","M","0.002","9.1E-08","3.2E-08","4.4E-06","5.4E-08","3.1E-08","3.8E-08","3.3E-08","5.7E-08","5.1E-08","7.4E-08","6.1E-08","6.2E-08","3.8E-08","4.7E-08","6.4E-08","5.2E-08","6.1E-07","6.2E-08","1.4E-07","3.1E-08","4.1E-08","2.2E-08","3.8E-08","3.9E-08","4.5E-08","4.8E-08","1.7E-07"
"Hf-182m","61.5m","F","0.002","8.8E-12","7E-12","1E-10","6.6E-12","6.4E-12","1.3E-11","7.6E-11","5.7E-11","4.4E-11","1.6E-11","3.2E-11","8.2E-12","8.2E-12","9E-12","1.2E-11","1.2E-11","2E-11","1.5E-09","5.9E-11","5.4E-12","9E-12","5E-12","1.3E-11","7.1E-12","1.1E-11","7.5E-10","6.6E-11"
"Hf-182m","61.5m","M","0.002","7.9E-12","4E-12","2.5E-11","2.4E-12","6.6E-12","1.3E-11","1.3E-10","9.3E-11","7E-11","1.9E-11","4.8E-11","6.2E-12","7.7E-12","7E-12","1.2E-11","1.3E-11","7.3E-12","2E-09","3.3E-10","2.9E-12","9E-12","1.5E-12","1.3E-11","4E-12","1E-11","9.9E-10","1.2E-10"
"Hf-183","64m","F","0.002","1.1E-11","1E-11","2.4E-10","9.1E-12","9E-12","1.5E-11","1.3E-10","1E-10","9.8E-11","8.6E-11","9.3E-11","1E-11","1.1E-11","1.1E-11","1.4E-11","1.3E-11","4.3E-11","1.3E-09","4.9E-11","8.1E-12","1.1E-11","8E-12","1.5E-11","9.6E-12","1.3E-11","6.6E-10","7.9E-11"
"Hf-183","64m","M","0.002","7.1E-12","4.3E-12","3.2E-11","2.4E-12","6.1E-12","1.1E-11","2.2E-10","1.8E-10","1.6E-10","1.3E-10","1.5E-10","5.7E-12","7.1E-12","6.4E-12","1.1E-11","1.1E-11","8.3E-12","1.7E-09","4.6E-10","2.8E-12","8E-12","1.8E-12","1.1E-11","3.8E-12","9.3E-12","8.7E-10","1.5E-10"
"Hf-184","4.12h","F","0.002","6.5E-11","7.7E-11","5.9E-10","5.5E-11","5E-11","8.1E-11","2.7E-10","5.4E-10","1.4E-09","1.4E-09","1.4E-09","6.5E-11","6.4E-11","6.8E-11","1.2E-10","6.8E-11","2.6E-10","5.5E-09","1.3E-10","4.9E-11","6.1E-11","5.3E-11","8.1E-11","5.7E-11","9.2E-11","2.8E-09","4.3E-10"
"Hf-184","4.12h","M","0.002","4.3E-11","4.8E-11","8.9E-11","1.3E-11","3.5E-11","6E-11","4.4E-10","9.5E-10","2.6E-09","2.6E-09","2.6E-09","3.8E-11","4.8E-11","4.2E-11","1.4E-10","5E-11","5.5E-11","6.2E-09","2.7E-09","1.8E-11","4E-11","2E-11","6E-11","2.2E-11","8.5E-11","3.1E-09","8.9E-10"
"Ta-172","36.8m","M","0.001","7.1E-12","3.1E-12","7.5E-12","2.4E-12","6.2E-12","1.2E-11","1.9E-10","9.1E-11","4.6E-11","9.6E-12","3E-11","6.1E-12","6.8E-12","6.5E-12","8.2E-12","1.3E-11","4.6E-12","1.6E-09","1.8E-10","2.7E-12","8.7E-12","1.3E-12","1.2E-11","3.9E-12","7.3E-12","8.2E-10","9.3E-11"
"Ta-172","36.8m","S","0.001","7.6E-12","2.7E-12","5.1E-12","2E-12","6.9E-12","1.3E-11","1.9E-10","9.5E-11","4.7E-11","9.4E-12","3.1E-11","5.3E-12","7.1E-12","6.4E-12","8E-12","1.3E-11","4.1E-12","1.7E-09","2.1E-10","2.5E-12","9E-12","8.2E-13","1.3E-11","3.8E-12","7.1E-12","8.4E-10","9.8E-11"
"Ta-173","3.65h","M","0.001","2.2E-11","2.1E-11","3.8E-11","6.3E-12","1.8E-11","3.2E-11","2.9E-10","4.7E-10","8.6E-10","5.7E-10","7.3E-10","2.7E-11","2.4E-11","2.1E-11","6.1E-11","3E-11","2E-11","2.6E-09","8E-10","8.6E-12","2.2E-11","8.1E-12","3.2E-11","1.1E-11","4.1E-11","1.3E-09","3E-10"
"Ta-173","3.65h","S","0.001","2.1E-11","1.9E-11","2.1E-11","4.1E-12","1.8E-11","3.2E-11","3.1E-10","4.9E-10","9E-10","6E-10","7.7E-10","1.8E-11","2.4E-11","2E-11","6.2E-11","2.9E-11","1.5E-11","2.6E-09","8.9E-10","7.2E-12","2.2E-11","6.3E-12","3.2E-11","9.7E-12","4E-11","1.3E-09","3.2E-10"
"Ta-174","1.2h","M","0.001","5.6E-12","3.4E-12","5.7E-12","1.9E-12","4.7E-12","9.4E-12","1.9E-10","1.6E-10","1.2E-10","2.7E-11","8E-11","5.5E-12","5.8E-12","5.3E-12","9.6E-12","9.9E-12","4E-12","1.4E-09","2.9E-10","2.2E-12","6.7E-12","1.3E-12","9.4E-12","3E-12","8.3E-12","7.3E-10","1.1E-10"
"Ta-174","1.2h","S","0.001","5.3E-12","2.9E-12","4.3E-12","1.3E-12","4.4E-12","9.1E-12","2E-10","1.7E-10","1.3E-10","2.7E-11","8.4E-11","4.4E-12","5.5E-12","4.9E-12","9.5E-12","9.8E-12","3.2E-12","1.5E-09","3.2E-10","1.8E-12","6.5E-12","8.1E-13","9.1E-12","2.5E-12","8E-12","7.4E-10","1.1E-10"
"Ta-175","10.5h","M","0.001","5.9E-11","5.4E-11","7.6E-11","1.5E-11","4.8E-11","8.1E-11","1.5E-10","3E-10","6.7E-10","6.5E-10","6.6E-10","6E-11","6.3E-11","5.3E-11","1.6E-10","7E-11","4.7E-11","5.1E-09","7.1E-10","2.2E-11","5.6E-11","2.2E-11","8.1E-11","2.9E-11","1E-10","2.6E-09","3.7E-10"
"Ta-175","10.5h","S","0.001","6E-11","5.3E-11","5.1E-11","1.1E-11","5.1E-11","8.3E-11","1.6E-10","3.1E-10","7E-10","6.8E-10","6.9E-10","4.8E-11","6.5E-11","5.2E-11","1.7E-10","7.2E-11","4.1E-11","5.2E-09","8E-10","2.1E-11","5.6E-11","2E-11","8.3E-11","2.8E-11","1E-10","2.6E-09","3.8E-10"
"Ta-176","8.08h","M","0.001","8.7E-11","8.3E-11","7.9E-11","2.5E-11","7.2E-11","1.3E-10","2.6E-10","4.7E-10","9.9E-10","7.9E-10","9E-10","8.8E-11","9.7E-11","8.5E-11","2.5E-10","1.1E-10","6.8E-11","9.3E-09","9.5E-10","3.7E-11","8.6E-11","3.5E-11","1.3E-10","4.4E-11","1.6E-10","4.7E-09","5.7E-10"
"Ta-176","8.08h","S","0.001","8.7E-11","8.2E-11","6.3E-11","2.1E-11","7.4E-11","1.3E-10","2.7E-10","4.9E-10","1E-09","8.3E-10","9.5E-10","7.8E-11","9.9E-11","8.4E-11","2.6E-10","1.1E-10","6.4E-11","9.4E-09","1E-09","3.5E-11","8.7E-11","3.3E-11","1.3E-10","4.2E-11","1.7E-10","4.7E-09","5.9E-10"
"Ta-177","56.6h","M","0.001","1.9E-11","1.9E-11","9.1E-11","3.7E-12","1.6E-11","2.4E-11","4.6E-11","1.1E-10","3.8E-10","7.8E-10","5.5E-10","2.6E-11","1.9E-11","1.5E-11","5.2E-11","2.1E-11","1.9E-11","1.3E-09","1.1E-09","5.7E-12","1.7E-11","7E-12","2.4E-11","9.5E-12","3E-11","6.3E-10","2.5E-10"
"Ta-177","56.6h","S","0.001","1.9E-11","1.8E-11","3.3E-11","1.7E-12","1.6E-11","2.4E-11","4.7E-11","1.1E-10","4E-10","8.2E-10","5.8E-10","1.2E-11","1.9E-11","1.4E-11","5.2E-11","2E-11","1.1E-11","1.3E-09","1.2E-09","4.5E-12","1.7E-11","5.6E-12","2.4E-11","8.2E-12","2.9E-11","6.4E-10","2.7E-10"
"Ta-178m","2.2h","M","0.001","1.6E-11","1.1E-11","1.7E-11","4.4E-12","1.3E-11","2.6E-11","1.5E-10","1.7E-10","2.1E-10","7.5E-11","1.5E-10","1.5E-11","1.7E-11","1.5E-11","3.6E-11","2.6E-11","1.1E-11","2.7E-09","4.4E-10","5.7E-12","1.8E-11","3.6E-12","2.6E-11","7.8E-12","2.9E-11","1.4E-09","1.7E-10"
"Ta-178m","2.2h","S","0.001","1.6E-11","1.1E-11","1.4E-11","3.6E-12","1.3E-11","2.6E-11","1.5E-10","1.7E-10","2.2E-10","7.7E-11","1.6E-10","1.4E-11","1.7E-11","1.5E-11","3.7E-11","2.7E-11","1E-11","2.7E-09","4.9E-10","5.3E-12","1.8E-11","3E-12","2.6E-11","7.2E-12","2.9E-11","1.4E-09","1.8E-10"
"Ta-179","664.9d","M","0.001","3.1E-10","8.3E-11","7.3E-10","7.6E-11","2.4E-10","2.7E-10","2E-10","1.6E-10","3.3E-10","7.1E-10","5E-10","5.3E-10","2.3E-10","1.4E-10","1.3E-10","2.5E-10","2.3E-10","1E-09","2.9E-09","7.5E-11","2.3E-10","5.8E-11","2.7E-10","1.6E-10","1E-10","1.4E-10","5.5E-10"
